ClientNumber,ClientName,ClientIndustry,StateCode,CardNumber,CardCVN,CardExpiry,ECI,CardPAN,TransactionSource,SummaryCode,BankAccountType,ReferenceNumber,PrincipleAmount,SurchargeRate,SurchargeAmount,LateFee,Amount,Currency,ReminderSent,CreditScore,CreditScoreStatus,CreditStatusProgress,Date,Time
38-9683974,Isahella,Support,NC,7795-6302-5692-0460,967,2024-07,MTO,VI,AUSTRALIA_POST,Pending,AustraliaPost,PKHH7993861,3775.6,0.01,37.756,0,3813.366,AUD,No,399,Poor,Increased,8/05/2022,3:38 AM
92-5528078,Maddalena,Training,CA,2085-2846-5412-9032,709,2024-10,MTO,VI,AUSTRALIA_POST,Declined,AustraliaPost,PDFX5270969,8369.7,0.01,83.697,0,8453.407,AUD,No,392,Poor,Decreased,22/04/2022,4:55 PM
28-1854338,Brigham,Legal,AZ,7437-4580-7128-5922,453,2024-06,MTO,VI,DEBIT_CREDIT_CARD_API,Declined,DirectDebitCredit,PKXQ7618054,4518.4,0.01,45.184,135.552,4699.146,AUD,Yes,485,Poor,Decreased,7/11/2021,6:38 AM
03-6108015,Corene,Human Resources,OK,8520-7977-1995-5464,386,2024-09,REC,MC,AUSTRALIA_POST,Declined,AustraliaPost,WFUM7277978,3902.7,0.01,39.027,0,3941.737,AUD,No,456,Poor,Increased,19/01/2022,10:48 PM
48-1166794,Marcelline,Training,GA,1750-6167-5699-9915,617,2024-07,REC,VI,BPAY,Declined,BPay,UTPS7122085,7321.8,0.01,73.218,0,7395.028,AUD,No,348,Poor,Increased,1/09/2021,9:43 AM
36-9863406,Cassie,Research and Development,KY,8259-5260-1780-9229,884,2024-01,MTO,EFT,BRANCH_PAYMENT,Declined,BranchPayment,IIHC6785099,2077.6,0.005,10.388,0,2087.993,AUD,Yes,519,Poor,Increased,16/02/2022,4:46 PM
76-0669118,Dottie,Product Management,KY,7791-1070-4788-2747,858,2024-06,SSL,MC,BPAY,Pending,BPay,DQRZ0630542,2198.2,0.01,21.982,0,2220.192,AUD,No,729,Good,Decreased,6/05/2022,10:42 AM
24-6970851,Rey,Legal,TX,1523-4420-9931-1930,510,2024-02,MTO,EFT,AUSTRALIA_POST,Approved,AustraliaPost,POOK4227789,1486.8,0.005,7.434,0,1494.239,AUD,No,528,Poor,Decreased,22/03/2022,9:57 AM
64-8036040,King,Services,VA,1200-1195-3480-8668,99,2024-09,REC,VI,BRANCH_PAYMENT,Pending,BranchPayment,BCLQ8902781,6920.9,0.01,69.209,0,6990.119,AUD,No,520,Poor,NoChange,7/01/2021,11:11 PM
77-4818193,Dalia,Sales,CA,8608-2869-4285-1459,740,2024-03,SSL,AX,BPAY,Declined,BPay,QGKI3082724,7858.8,0.02,157.176,0,8015.996,AUD,No,325,Poor,NoChange,17/08/2021,9:22 PM
31-0843342,Meyer,Product Management,TX,7429-9309-2759-5592,402,2024-07,REC,EFT,DEBIT_CREDIT_CARD_API,Approved,DirectDebitCredit,VZSE9853171,851.8,0.005,4.259,0,856.064,AUD,No,399,Poor,Increased,16/06/2020,6:38 PM
80-9622012,Mellicent,Training,AZ,4364-8436-4974-3154,443,2024-01,REC,MC,REMITTANCE_PROCESSING_SERVICE,Pending,RemittanceService,CWRK0827607,202.2,0.01,2.022,0,204.232,AUD,Yes,531,Poor,NoChange,15/10/2020,10:56 AM
48-7452702,Clayton,Engineering,CA,1322-6570-7013-8360,979,2024-09,MTO,VI,BPAY,Pending,BPay,OYET9416037,1918.2,0.01,19.182,0,1937.392,AUD,No,587,Fair,Increased,5/05/2022,3:16 PM
50-0446635,Shannen,Services,NY,9913-5252-7504-2919,797,2024-01,SSL,AX,REMITTANCE_PROCESSING_SERVICE,Declined,RemittanceService,VMUV4813100,177.2,0.02,3.544,0,180.764,AUD,No,558,Poor,Decreased,20/02/2022,10:02 AM
51-9365912,Bendicty,Services,DC,3411-2499-3779-9027,112,2024-01,SSL,VI,BRANCH_PAYMENT,Declined,BranchPayment,EPPI3583169,7136.8,0.01,71.368,0,7208.178,AUD,No,737,Good,Decreased,20/07/2021,1:04 PM
23-9115521,Margo,Marketing,NY,7506-7677-5866-3315,516,2024-02,REC,EFT,BRANCH_PAYMENT,Approved,BranchPayment,RUEA1714861,3803.7,0.005,19.0185,0,3822.7235,AUD,No,339,Poor,Decreased,21/12/2020,8:40 PM
56-4361611,Donal,Research and Development,WA,5031-2896-7988-7771,729,2024-02,SSL,MC,REMITTANCE_PROCESSING_SERVICE,Pending,RemittanceService,HIDQ8300080,8906.7,0.01,89.067,0,8995.777,AUD,Yes,472,Poor,Decreased,29/06/2021,9:04 AM
80-3870812,Farrand,Training,AL,3592-7616-2340-0320,827,2024-03,MTO,VI,BPAY,Declined,BPay,EIAS6277604,7488.6,0.01,74.886,0,7563.496,AUD,No,574,Poor,Decreased,22/04/2022,7:52 PM
19-7163735,Vernor,Human Resources,LA,8060-6602-6291-3835,244,2024-09,SSL,VI,BRANCH_PAYMENT,Approved,BranchPayment,YXFJ0610626,4177.1,0.01,41.771,0,4218.881,AUD,Yes,339,Poor,NoChange,13/06/2020,7:32 AM
00-1334145,Daile,Services,IN,1866-5728-0939-9867,970,2024-04,REC,MC,BRANCH_PAYMENT,Declined,BranchPayment,WIJJ3088691,8809.9,0.01,88.099,0,8898.009,AUD,No,553,Poor,Decreased,16/05/2021,2:33 AM
93-6868615,Elita,Research and Development,TX,4170-9211-9852-5638,96,2024-08,MTO,MC,REMITTANCE_PROCESSING_SERVICE,Declined,RemittanceService,DTRN7507197,8286.6,0.01,82.866,0,8369.476,AUD,No,473,Poor,Increased,12/02/2022,5:24 AM
11-3395850,Con,Training,NJ,6839-2261-4978-5894,586,2024-06,MTO,EFT,DEBIT_CREDIT_CARD_API,Declined,DirectDebitCredit,TSYF8306484,3982.3,0.005,19.9115,0,4002.2165,AUD,No,602,Fair,NoChange,17/06/2020,11:42 AM
82-3474287,Brok,Legal,TX,2871-3846-6769-2545,186,2024-08,REC,VI,BPAY,Approved,BPay,RAVE9136522,7618.3,0.01,76.183,0,7694.493,AUD,No,545,Poor,Increased,26/09/2021,11:23 PM
83-7226219,Osbourn,Research and Development,FL,3581-9935-1939-0701,406,2024-05,MTO,MC,DEBIT_CREDIT_CARD_API,Pending,DirectDebitCredit,DLLO7805039,5842,0.01,58.42,0,5900.43,AUD,Yes,331,Poor,Increased,16/05/2022,12:32 AM
74-3176146,Jinny,Support,NY,2101-1828-0230-5225,896,2024-01,SSL,AX,BPAY,Approved,BPay,NWDR8206937,6345.5,0.02,126.91,0,6472.43,AUD,Yes,563,Poor,Decreased,7/03/2022,5:53 PM
92-5815450,Morena,Support,TX,0919-7173-1445-5764,31,2024-07,SSL,VI,DEBIT_CREDIT_CARD_API,Approved,DirectDebitCredit,FUKQ0003344,5302.6,0.01,53.026,0,5355.636,AUD,No,452,Poor,Decreased,12/08/2020,8:08 PM
17-1729826,Vivie,Support,IN,8808-3077-9369-5515,596,2024-02,MTO,AX,AUSTRALIA_POST,Declined,AustraliaPost,DYHS1211750,3809.9,0.02,76.198,0,3886.118,AUD,No,511,Poor,Decreased,16/01/2022,1:46 AM
41-2481001,Theo,Sales,NJ,8137-8094-5184-5693,489,2024-05,SSL,MC,DEBIT_CREDIT_CARD_API,Declined,DirectDebitCredit,IXZN8459353,629.6,0.01,6.296,0,635.906,AUD,Yes,359,Poor,Increased,1/07/2020,5:55 AM
61-3820331,Ingeberg,Support,MD,5059-8562-3271-0061,263,2024-03,SSL,AX,REMITTANCE_PROCESSING_SERVICE,Declined,RemittanceService,QRCI4028530,8466.2,0.02,169.324,0,8635.544,AUD,No,304,Poor,Increased,14/07/2020,10:53 AM
38-5970800,Tanny,Business Development,CA,2080-7414-6649-1664,368,2024-04,REC,AX,BPAY,Pending,BPay,NZSL2471851,442.3,0.02,8.846,0,451.166,AUD,No,655,Fair,Decreased,15/12/2020,10:09 PM
93-6736150,Elvis,Accounting,IL,9658-7418-6423-7195,429,2024-01,REC,MC,BRANCH_PAYMENT,Approved,BranchPayment,SVLQ4470164,2521.7,0.01,25.217,75.651,2622.578,AUD,Yes,315,Poor,Increased,24/08/2021,3:38 AM
11-1483881,Anetta,Marketing,KS,5631-5586-6804-7778,490,2024-06,REC,VI,DEBIT_CREDIT_CARD_API,Pending,DirectDebitCredit,TCAI9579115,4013.5,0.01,40.135,120.405,4174.05,AUD,Yes,649,Fair,NoChange,19/07/2020,10:45 PM
03-5280673,Jammal,Sales,AL,6058-0033-9261-7676,625,2024-07,MTO,AX,BRANCH_PAYMENT,Pending,BranchPayment,LZJV5439072,6187.2,0.02,123.744,0,6310.964,AUD,No,548,Poor,NoChange,22/08/2021,8:56 PM
47-8544999,Free,Business Development,NY,2923-1780-4801-8502,925,2024-07,REC,AX,BRANCH_PAYMENT,Approved,BranchPayment,FIGL5114224,8688.9,0.02,173.778,0,8862.698,AUD,No,666,Fair,Decreased,17/02/2021,7:49 AM
09-6508394,Kilian,Services,NY,5365-4104-2325-6066,230,2024-06,MTO,VI,BRANCH_PAYMENT,Approved,BranchPayment,THMQ6119977,8545.5,0.01,85.455,0,8630.965,AUD,Yes,511,Poor,NoChange,22/10/2020,3:08 AM
44-9122313,Eduard,Sales,FL,7716-8350-3281-1380,911,2024-10,SSL,VI,BPAY,Pending,BPay,ULKZ1533704,3070.6,0.01,30.706,0,3101.316,AUD,No,738,Good,Increased,29/08/2021,4:14 PM
05-2725934,Fancie,Legal,CA,5583-0024-5691-5632,61,2024-02,SSL,AX,AUSTRALIA_POST,Pending,AustraliaPost,RONY1122054,2839.4,0.02,56.788,0,2896.208,AUD,Yes,626,Fair,Decreased,27/02/2022,7:33 AM
93-3397222,Urbano,Services,MS,1034-6983-1839-0339,143,2024-09,REC,EFT,BPAY,Declined,BPay,IPBD6956579,7093.6,0.005,35.468,0,7129.073,AUD,Yes,312,Poor,NoChange,17/06/2020,10:06 AM
69-9806741,Archambault,Training,CT,2281-4402-2867-6881,22,2024-08,SSL,MC,DEBIT_CREDIT_CARD_API,Pending,DirectDebitCredit,RHQH8909883,785.1,0.01,7.851,0,792.961,AUD,No,540,Poor,NoChange,28/08/2021,4:18 PM
46-7279980,Rafaela,Accounting,NE,4723-1022-9045-4576,278,2024-05,MTO,EFT,DEBIT_CREDIT_CARD_API,Approved,DirectDebitCredit,EUNH3424249,2338.2,0.005,11.691,0,2349.896,AUD,Yes,542,Poor,Increased,8/01/2021,5:04 AM
74-1076256,Sibylla,Training,NC,8598-0898-8836-1783,622,2024-09,MTO,EFT,AUSTRALIA_POST,Approved,AustraliaPost,NUFC0176837,8410.8,0.005,42.054,0,8452.859,AUD,No,576,Poor,NoChange,17/12/2021,10:47 AM
80-5730557,Salvatore,Marketing,TN,2366-1065-3466-8530,779,2024-03,REC,AX,DEBIT_CREDIT_CARD_API,Approved,DirectDebitCredit,XZGM6791699,3851.1,0.02,77.022,0,3928.142,AUD,No,664,Fair,NoChange,21/06/2020,5:25 AM
19-0706331,Peri,Sales,CA,7337-2147-6878-5152,108,2024-09,MTO,AX,BPAY,Declined,BPay,NOGH9950185,7202.1,0.02,144.042,0,7346.162,AUD,Yes,571,Poor,Decreased,28/07/2020,8:59 PM
78-0061301,Reese,Legal,GA,3547-5995-3889-0780,441,2024-08,SSL,MC,AUSTRALIA_POST,Declined,AustraliaPost,PTLR7748620,615.6,0.01,6.156,0,621.766,AUD,Yes,352,Poor,Decreased,29/10/2021,7:45 AM
03-1536956,Frank,Support,NY,7082-4334-1691-4107,651,2024-08,REC,MC,AUSTRALIA_POST,Declined,AustraliaPost,PTKH9978311,5051.8,0.01,50.518,0,5102.328,AUD,No,322,Poor,Decreased,3/07/2021,12:11 PM
99-8978325,Brigitta,Sales,CO,6306-1212-4575-1246,878,2024-05,MTO,VI,BPAY,Pending,BPay,ZVIZ0853633,2449.4,0.01,24.494,0,2473.904,AUD,No,459,Poor,NoChange,5/07/2020,3:40 AM
00-7516477,Lara,Legal,CA,8666-3418-6458-8732,142,2024-11,SSL,MC,REMITTANCE_PROCESSING_SERVICE,Approved,RemittanceService,SJFN1890722,7988.1,0.01,79.881,0,8067.991,AUD,No,607,Fair,Increased,3/12/2021,9:17 PM
87-6260156,Eleanore,Engineering,LA,2420-6381-4857-4149,909,2024-07,MTO,MC,DEBIT_CREDIT_CARD_API,Declined,DirectDebitCredit,PEWG8112959,3451.4,0.01,34.514,0,3485.924,AUD,Yes,683,Good,Increased,3/04/2022,12:04 AM
32-7146150,Aggi,Product Management,NY,6370-4815-3814-4953,449,2024-07,SSL,MC,REMITTANCE_PROCESSING_SERVICE,Declined,RemittanceService,UVNR1774785,2130.6,0.01,21.306,0,2151.916,AUD,Yes,569,Poor,NoChange,9/12/2021,3:48 AM
12-9878971,Angelle,Marketing,IL,3334-2990-7341-3043,802,2024-11,MTO,VI,BRANCH_PAYMENT,Approved,BranchPayment,LPUY7216334,5671.9,0.01,56.719,0,5728.629,AUD,No,614,Fair,Decreased,21/01/2021,12:31 AM
49-6426606,Judon,Business Development,VA,3745-8863-9427-7095,352,2024-04,MTO,AX,AUSTRALIA_POST,Declined,AustraliaPost,WJLL7453307,1976.2,0.02,39.524,0,2015.744,AUD,No,615,Fair,Decreased,7/11/2020,5:30 AM
89-4918955,Krispin,Services,CA,9772-9214-3483-9854,937,2024-07,MTO,EFT,DEBIT_CREDIT_CARD_API,Declined,DirectDebitCredit,VBYO6251694,3562.5,0.005,17.8125,0,3580.3175,AUD,Yes,600,Fair,Decreased,15/02/2022,12:03 AM
36-2923363,Hortense,Business Development,NY,6202-1692-5174-2405,747,2024-04,MTO,MC,BPAY,Declined,BPay,VFMY1257498,6501.1,0.01,65.011,0,6566.121,AUD,No,510,Poor,Increased,18/09/2021,10:05 AM
35-2108124,Eward,Support,CA,0521-1063-5017-9793,473,2024-04,MTO,AX,BRANCH_PAYMENT,Approved,BranchPayment,GVSB9574482,4397.1,0.02,87.942,0,4485.062,AUD,Yes,413,Poor,Decreased,16/05/2022,11:16 PM
60-7018954,Orren,Engineering,OK,2124-3042-6897-8358,608,2024-03,SSL,MC,REMITTANCE_PROCESSING_SERVICE,Approved,RemittanceService,MTTC2834655,1629.8,0.01,16.298,0,1646.108,AUD,Yes,529,Poor,Decreased,23/03/2022,6:46 PM
03-9562595,Modesta,Engineering,MN,8505-4167-1116-0799,672,2024-09,REC,VI,AUSTRALIA_POST,Pending,AustraliaPost,MBXL9496102,4367.4,0.01,43.674,0,4411.084,AUD,Yes,559,Poor,Increased,16/10/2021,12:48 PM
89-4173326,Lemmy,Sales,UT,2135-7804-1214-1608,577,2024-08,REC,VI,REMITTANCE_PROCESSING_SERVICE,Approved,RemittanceService,ACMW6559682,3602.6,0.01,36.026,0,3638.636,AUD,No,469,Poor,Increased,4/10/2021,6:04 PM
93-0838372,Carlie,Legal,CA,5859-4024-8453-8450,678,2024-10,MTO,MC,DEBIT_CREDIT_CARD_API,Declined,DirectDebitCredit,PJMF0247945,7769.1,0.01,77.691,0,7846.801,AUD,No,465,Poor,Increased,27/01/2022,12:55 AM
65-2776053,Freddy,Sales,NY,1814-7747-8530-9832,387,2024-03,MTO,EFT,REMITTANCE_PROCESSING_SERVICE,Approved,RemittanceService,FRWU0021431,6769.2,0.005,33.846,0,6803.051,AUD,Yes,336,Poor,Decreased,10/08/2020,10:54 PM
63-0549657,Winny,Legal,TX,5364-1338-5605-9254,529,2024-03,REC,AX,DEBIT_CREDIT_CARD_API,Approved,DirectDebitCredit,LUIV9981547,7729.4,0.02,154.588,231.882,8115.89,AUD,No,593,Fair,Decreased,19/03/2021,3:33 PM
45-4015948,Everard,Legal,AR,5837-3344-4792-9034,748,2024-09,SSL,EFT,BPAY,Pending,BPay,YGFE2283173,4667.3,0.005,23.3365,0,4690.6415,AUD,Yes,490,Poor,Increased,11/09/2021,11:42 AM
89-9730949,Juanita,Marketing,CO,7989-5537-6549-9721,697,2024-06,MTO,MC,REMITTANCE_PROCESSING_SERVICE,Declined,RemittanceService,OIKL2561202,4089.8,0.01,40.898,0,4130.708,AUD,Yes,502,Poor,Increased,23/06/2020,3:21 AM
17-2810980,Cortie,Marketing,OH,8108-0470-3048-0422,857,2024-11,REC,AX,BRANCH_PAYMENT,Declined,BranchPayment,TWET1505195,3433.9,0.02,68.678,0,3502.598,AUD,No,556,Poor,Decreased,3/01/2021,8:42 AM
80-0685889,Dari,Product Management,MO,7649-3299-7402-1251,614,2024-02,MTO,MC,REMITTANCE_PROCESSING_SERVICE,Pending,RemittanceService,UVEA2935170,5191.3,0.01,51.913,0,5243.223,AUD,Yes,325,Poor,Decreased,18/05/2021,8:48 PM
41-5939553,Colver,Legal,TX,7686-8879-9449-1331,392,2024-08,REC,AX,BRANCH_PAYMENT,Pending,BranchPayment,KJXU9533151,5203.9,0.02,104.078,0,5307.998,AUD,Yes,376,Poor,Decreased,18/07/2020,10:59 AM
58-2974444,Tucky,Accounting,GA,9621-8954-5145-6437,523,2024-07,SSL,EFT,BRANCH_PAYMENT,Pending,BranchPayment,KHAB1190663,6232.5,0.005,31.1625,0,6263.6675,AUD,Yes,590,Fair,NoChange,24/05/2021,2:11 AM
71-2562049,Nickolai,Marketing,OK,4443-5396-0959-2727,231,2024-05,REC,MC,AUSTRALIA_POST,Pending,AustraliaPost,CEMJ5504378,7705,0.01,77.05,0,7782.06,AUD,Yes,352,Poor,NoChange,19/01/2022,7:46 AM
67-7718084,Alexandre,Services,TX,1417-6844-7117-8665,315,2024-06,SSL,MC,AUSTRALIA_POST,Approved,AustraliaPost,KRIH6271558,333.5,0.01,3.335,0,336.845,AUD,Yes,629,Fair,Increased,18/11/2020,7:42 PM
13-1314689,Adele,Support,TX,2324-8445-5599-7975,476,2024-09,SSL,MC,BRANCH_PAYMENT,Declined,BranchPayment,TMPJ7464821,1079.8,0.01,10.798,0,1090.608,AUD,No,451,Poor,NoChange,21/01/2022,12:02 AM
82-4498922,Cleo,Engineering,OH,0648-3772-3294-4470,563,2024-07,SSL,MC,BRANCH_PAYMENT,Pending,BranchPayment,ZRHK3138679,3084.8,0.01,30.848,0,3115.658,AUD,No,461,Poor,NoChange,25/05/2022,9:35 PM
78-0133392,Leicester,Product Management,GA,7609-4541-3833-0593,195,2024-06,REC,MC,BRANCH_PAYMENT,Approved,BranchPayment,TORE6310056,7005.8,0.01,70.058,0,7075.868,AUD,No,454,Poor,Decreased,30/11/2020,2:08 PM
94-8113600,Gaston,Business Development,CA,3217-4249-8658-6539,573,2024-09,SSL,EFT,REMITTANCE_PROCESSING_SERVICE,Pending,RemittanceService,OZDY3330851,3706.6,0.005,18.533,0,3725.138,AUD,No,710,Good,Decreased,6/11/2021,11:09 AM
29-3075565,Marrilee,Product Management,WV,7619-5050-8559-5698,256,2024-09,REC,VI,DEBIT_CREDIT_CARD_API,Pending,DirectDebitCredit,PVXJ7428250,4386,0.01,43.86,0,4429.87,AUD,Yes,512,Poor,NoChange,8/09/2020,8:12 AM
89-9306113,Adiana,Sales,FL,5517-9131-5245-0284,604,2024-08,REC,MC,BRANCH_PAYMENT,Declined,BranchPayment,IUTY4929059,2055.4,0.01,20.554,0,2075.964,AUD,No,486,Poor,Decreased,29/04/2021,6:15 AM
52-6030698,Farr,Product Management,AZ,0301-0143-1547-9495,66,2024-11,REC,EFT,AUSTRALIA_POST,Declined,AustraliaPost,QNAK8857009,8179,0.005,40.895,0,8219.9,AUD,No,364,Poor,Increased,20/07/2021,5:29 AM
86-0216637,Clovis,Accounting,FL,2024-8611-6472-8846,486,2024-01,SSL,MC,DEBIT_CREDIT_CARD_API,Declined,DirectDebitCredit,WGYQ0548758,4174.9,0.01,41.749,0,4216.659,AUD,Yes,573,Poor,NoChange,7/09/2021,1:28 PM
07-1944655,Gregory,Legal,DC,1592-6099-5446-3768,68,2024-09,REC,AX,REMITTANCE_PROCESSING_SERVICE,Declined,RemittanceService,HYRW0723325,8841.5,0.02,176.83,0,9018.35,AUD,Yes,630,Fair,Decreased,11/12/2020,7:57 PM
37-6022103,Gussi,Human Resources,DC,8969-3110-3726-3762,906,2024-09,SSL,MC,DEBIT_CREDIT_CARD_API,Pending,DirectDebitCredit,OWIR5482934,8653.8,0.01,86.538,0,8740.348,AUD,No,677,Good,Increased,28/07/2020,5:33 AM
14-0907247,Ingemar,Engineering,CA,0785-8792-9884-8561,36,2024-03,REC,MC,REMITTANCE_PROCESSING_SERVICE,Declined,RemittanceService,MEFF8165568,8362.4,0.01,83.624,0,8446.034,AUD,No,712,Good,Decreased,4/11/2020,10:17 PM
64-9352039,Elyssa,Services,IL,0595-8719-1733-7665,47,2024-02,SSL,VI,AUSTRALIA_POST,Pending,AustraliaPost,MWSS1400716,4115.8,0.01,41.158,0,4156.968,AUD,No,410,Poor,Decreased,22/05/2022,3:45 AM
28-2971145,Burch,Research and Development,IA,0728-2036-4385-1735,826,2024-09,SSL,EFT,BRANCH_PAYMENT,Approved,BranchPayment,SKCW1698923,7269.3,0.005,36.3465,0,7305.6515,AUD,No,551,Poor,Increased,6/08/2020,3:23 PM
32-9182164,Tammie,Engineering,GA,6124-6027-8464-1463,316,2024-04,REC,VI,BRANCH_PAYMENT,Approved,BranchPayment,ZOQA1473853,501,0.01,5.01,0,506.02,AUD,Yes,475,Poor,Increased,3/01/2022,1:49 AM
19-3015074,Ursa,Marketing,TX,8737-1944-0388-3757,531,2024-04,SSL,MC,BRANCH_PAYMENT,Pending,BranchPayment,ZIAN4398406,459.3,0.01,4.593,0,463.903,AUD,No,300,No Data,NoChange,16/06/2021,6:15 AM
10-1758994,Glori,Sales,FL,5815-5927-4384-1098,895,2024-08,REC,EFT,REMITTANCE_PROCESSING_SERVICE,Pending,RemittanceService,UJRY0202561,4074.5,0.005,20.3725,0,4094.8775,AUD,Yes,624,Fair,NoChange,21/03/2022,1:00 PM
87-9358148,Austin,Product Management,TX,5926-9111-8621-7835,439,2024-04,REC,AX,DEBIT_CREDIT_CARD_API,Pending,DirectDebitCredit,BYVC8034618,2831.5,0.02,56.63,0,2888.15,AUD,Yes,717,Good,Increased,9/07/2020,12:08 AM
53-3436373,Crosby,Engineering,AZ,5623-5778-8525-7272,494,2024-05,REC,MC,BPAY,Approved,BPay,VCOR0229872,96.4,0.01,0.964,0,97.374,AUD,No,563,Poor,Increased,1/10/2020,7:32 PM
16-9995544,Jeremiah,Research and Development,NY,4767-2142-1632-9694,990,2024-02,MTO,AX,BPAY,Declined,BPay,HXYM9957398,1850.8,0.02,37.016,0,1887.836,AUD,Yes,601,Fair,NoChange,2/05/2022,1:01 PM
79-4105286,Dolf,Services,NJ,1202-1795-9094-1514,968,2024-04,SSL,MC,BRANCH_PAYMENT,Approved,BranchPayment,PGQY8071870,2580.1,0.01,25.801,0,2605.911,AUD,Yes,403,Poor,Increased,25/06/2020,5:11 PM
54-9675508,Wadsworth,Product Management,WI,7783-8368-6268-8221,497,2024-11,SSL,EFT,DEBIT_CREDIT_CARD_API,Pending,DirectDebitCredit,ZHBH0324840,7748.6,0.005,38.743,0,7787.348,AUD,No,445,Poor,NoChange,21/09/2020,10:38 PM
67-5749105,Woodrow,Marketing,CA,2809-1136-1328-3709,769,2024-08,SSL,AX,BRANCH_PAYMENT,Declined,BranchPayment,JTHQ0047347,3581.5,0.02,71.63,0,3653.15,AUD,Yes,478,Poor,NoChange,18/05/2022,8:46 PM
01-9886664,Chandal,Sales,AZ,4878-3720-1644-0240,208,2024-07,MTO,VI,AUSTRALIA_POST,Declined,AustraliaPost,NHMH1899934,4113,0.01,41.13,0,4154.14,AUD,Yes,482,Poor,Increased,8/04/2022,12:07 PM
13-3183249,Dale,Marketing,IL,5750-4649-1157-2266,47,2024-10,MTO,MC,REMITTANCE_PROCESSING_SERVICE,Declined,RemittanceService,FOMN6530465,5056.5,0.01,50.565,0,5107.075,AUD,Yes,335,Poor,Decreased,8/03/2022,5:25 PM
46-9501760,Glen,Sales,NV,1056-1454-4682-6006,272,2024-02,SSL,AX,BRANCH_PAYMENT,Declined,BranchPayment,UKLP0935467,5550.9,0.02,111.018,0,5661.938,AUD,No,582,Fair,NoChange,15/03/2021,8:04 AM
69-1544111,Sisely,Sales,NY,5631-0622-7757-4938,703,2024-02,SSL,MC,REMITTANCE_PROCESSING_SERVICE,Pending,RemittanceService,OADW2893401,4033.4,0.01,40.334,0,4073.744,AUD,Yes,688,Good,NoChange,8/03/2022,4:00 AM
12-1617170,Courtney,Business Development,NY,2663-0863-2868-9134,826,2024-11,REC,MC,AUSTRALIA_POST,Pending,AustraliaPost,RSZT9601907,3560.6,0.01,35.606,0,3596.216,AUD,No,698,Good,NoChange,15/11/2021,11:10 PM
18-8069489,Gaylene,Engineering,NC,2691-0109-9216-9136,461,2024-08,SSL,AX,DEBIT_CREDIT_CARD_API,Pending,DirectDebitCredit,SMDO0020349,8799.8,0.02,175.996,0,8975.816,AUD,Yes,542,Poor,Increased,19/05/2021,7:46 AM
30-2938579,Tildi,Research and Development,OH,0230-6912-0569-6357,336,2024-11,SSL,AX,DEBIT_CREDIT_CARD_API,Approved,DirectDebitCredit,WLDE2742043,5333.7,0.02,106.674,0,5440.394,AUD,No,728,Good,NoChange,24/09/2021,8:45 AM
99-8403890,Aurora,Legal,WA,2170-8922-8709-4138,59,2024-05,REC,VI,AUSTRALIA_POST,Pending,AustraliaPost,PWKD3000515,4512.9,0.01,45.129,0,4558.039,AUD,Yes,358,Poor,Decreased,26/10/2020,6:38 AM
20-1658160,Garvey,Services,CA,1647-1671-6722-6203,4,2024-02,SSL,MC,BPAY,Approved,BPay,PQVW8693918,5445.5,0.01,54.455,0,5499.965,AUD,No,572,Poor,Decreased,10/04/2021,3:50 AM
29-7309536,Lazarus,Training,KS,4876-0311-5610-6810,731,2024-10,SSL,EFT,BRANCH_PAYMENT,Declined,BranchPayment,FJBX5005290,7410.8,0.005,37.054,0,7447.859,AUD,No,589,Fair,NoChange,7/11/2020,12:07 PM
32-7774965,Damiano,Engineering,NY,9282-2960-3063-1969,223,2024-10,MTO,AX,BPAY,Approved,BPay,VUNI8638034,2366.5,0.02,47.33,0,2413.85,AUD,Yes,362,Poor,Decreased,8/03/2021,4:30 AM
76-6286360,Arthur,Marketing,NY,8192-7685-0116-9737,668,2024-09,SSL,AX,DEBIT_CREDIT_CARD_API,Approved,DirectDebitCredit,OEZR3552456,1821.9,0.02,36.438,0,1858.358,AUD,Yes,557,Poor,NoChange,27/08/2020,12:45 PM
31-8349077,Benyamin,Sales,NE,8853-6938-4922-6047,765,2024-06,MTO,MC,BRANCH_PAYMENT,Pending,BranchPayment,VNYR9440721,1665.2,0.01,16.652,0,1681.862,AUD,Yes,653,Fair,Decreased,25/12/2021,4:16 AM
96-0271692,Jessalyn,Engineering,CA,4120-3788-8699-3393,143,2024-02,REC,MC,DEBIT_CREDIT_CARD_API,Pending,DirectDebitCredit,BAMJ6212924,6507.8,0.01,65.078,0,6572.888,AUD,Yes,671,Good,Decreased,15/11/2020,2:49 PM
29-8349376,Jilli,Engineering,CA,7343-2351-1631-7385,215,2024-02,SSL,AX,BRANCH_PAYMENT,Pending,BranchPayment,OKNJ7674019,5582.9,0.02,111.658,0,5694.578,AUD,No,572,Poor,Increased,31/12/2021,11:41 PM
44-0866318,Alys,Services,NC,4704-0303-4502-6986,426,2024-05,REC,AX,DEBIT_CREDIT_CARD_API,Declined,DirectDebitCredit,BSRH5683630,6025.5,0.02,120.51,0,6146.03,AUD,Yes,519,Poor,Increased,2/06/2020,9:55 PM
74-0255175,Danella,Accounting,MO,8403-2428-4484-3937,997,2024-08,SSL,MC,BPAY,Pending,BPay,KAYR1054775,4895.8,0.01,48.958,0,4944.768,AUD,No,395,Poor,NoChange,2/02/2021,10:08 PM
